Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
111	-419.96005	463.22165	504.7397	-699.7365	5.0	-95.79339	2.4525072e-05	-95.793335	-95.79344	3360	-7.947286e-09	226963.67	-0.004534519	-1846.8438	0.2829738	0.01550828	0.2	19.0	69447.51886558533
112	-21.786692	567.36664	505.6447	-694.46136	4.142857	-98.07331	3.124017e-05	-98.0732	-98.073364	3390	5.265077e-08	256748.0	-0.032769438	-201.01562	0.27965122	-0.0068442426	0.2	79.0	70092.38393354416
113	-142.02408	560.6075	509.1189	-658.1361	3.857143	-98.93506	3.354621e-05	-98.93494	-98.93511	3420	-9.934107e-08	232149.78	-0.021506378	-1182.1875	0.26528537	0.018343357	0.033333335	8.0	70703.74070835114
114	344.04114	364.3266	563.32214	-678.33234	3.1111112	-100.713875	2.4564597e-05	-100.71376	-100.713905	3450	3.7749608e-08	276097.9	-0.046100013	-751.8125	0.26375392	-0.06987197	0.16666667	79.0	71381.08636641502
115	228.43468	476.8806	549.47205	-668.3047	3.0	-99.44505	2.7718967e-05	-99.44498	-99.44508	3480	7.102887e-08	245935.86	-0.016254965	-72.21875	0.23713446	0.017631115	0.2	12.0	72025.61313819885
116	295.08835	451.7272	568.79065	-672.7071	2.4545455	-98.916435	2.764888e-05	-98.91638	-98.916466	3510	-8.940697e-09	277422.94	-0.025624707	-81.78125	0.23191755	-0.020996517	0.1	79.0	72735.07940268517
117	160.58057	485.7277	512.92633	-673.1835	3.5	-98.43184	4.23185e-05	-98.43169	-98.43189	3540	-2.9802322e-08	233200.31	-0.020679737	-55.75	0.21178575	-0.021987624	0.0	79.0	73412.31526875496
118	110.00358	531.2827	509.28598	-666.2996	3.3333333	-98.014336	5.5280216e-05	-98.01414	-98.01437	3570	-5.9604645e-08	288110.4	-0.042398028	-83.1875	0.19583781	0.017020587	0.0	7.0	74055.4777648449
119	205.0803	468.3711	509.4804	-682.6116	3.3333333	-98.474785	2.0233485e-05	-98.474754	-98.4748	3600	4.3710074e-08	262359.1	-0.013549836	-120.25	0.19385333	0.016762674	0.033333335	10.0	74694.27510070801
120	204.48077	466.19214	515.32733	-692.3422	3.2222223	-97.91639	2.653889e-05	-97.916306	-97.91641	3630	1.4901161e-09	254246.22	-0.00692858	-131.0	0.19032212	0.023889663	0.0	3.0	75336.56152820587
121	-174.3846	559.2612	512.0224	-669.9453	4.285714	-97.25093	2.7045819e-05	-97.25086	-97.250946	3660	7.947286e-09	265134.03	-0.0055054743	-1013.96875	0.1890225	-0.008052309	0.033333335	79.0	75943.96007275581
122	-13.583906	564.0481	518.35004	-685.90015	4.0	-98.94139	3.1053292e-05	-98.941284	-98.94144	3690	5.9604646e-09	251147.73	-0.030508481	-235.17188	0.1726406	0.019344576	0.033333335	4.0	76584.16370463371
123	151.26915	517.692	527.95166	-677.74176	3.7142856	-99.88612	1.6888385e-05	-99.88608	-99.88615	3720	-1.6142925e-08	249342.72	-0.012211027	-13.75	0.17219396	0.017619897	0.26666668	5.0	77195.48594379425
124	31.397827	524.5464	508.5757	-716.3751	4.3333335	-99.72279	2.4366333e-05	-99.722725	-99.72283	3750	3.576279e-08	216095.92	-0.0647827	0.03125	0.17139097	0.016461378	0.26666668	16.0	77791.43364858627
125	480.49252	51.832726	527.0683	335.2399	2.5	-99.69437	2.6244821e-05	-99.69432	-99.694435	3780	1.6291936e-07	299060.47	-0.011573516	-3221.2812	0.17143555	0.0175943	0.06666667	29.0	78547.88851046562
126	50.07001	542.90967	522.3862	-695.7746	3.625	-96.68533	2.984254e-05	-96.68528	-96.68539	3810	-2.6325385e-08	260049.28	-0.03002655	-28.28125	0.16620255	-0.03721023	0.1	79.0	79176.96778082848
127	38.337547	547.3639	513.5815	-682.70233	3.75	-96.838524	0.000108711065	-96.838104	-96.83861	3840	-2.3841858e-08	288177.5	-0.009153294	-157.65625	0.16835026	0.015729574	0.0	6.0	79805.01383757591
128	137.2071	498.897	501.87024	-651.6331	3.7142856	-97.5247	3.716802e-05	-97.52457	-97.524765	3870	-2.582868e-08	223085.28	-0.025603142	-4.21875	0.16778274	0.020408165	0.13333334	9.0	80433.52530121803
129	-161.56145	573.5857	509.48114	-675.5039	4.142857	-97.44748	7.523114e-05	-97.44709	-97.447556	3900	-4.3710074e-08	264713.1	-0.029793672	-1013.0625	0.16457935	0.015409303	0.1	12.0	81062.40855050087
130	58.265488	515.5395	455.3618	-672.71906	4.5	-99.11906	0.00017364766	-99.11843	-99.11915	3930	-6.4074996e-08	238631.25	-0.052797366	-0.5625	0.15950008	0.01703153	0.5	11.0	81658.25526404381
131	-42.23139	560.13135	503.79758	-701.42444	4.142857	-99.109276	5.8070334e-05	-99.108986	-99.10934	3960	1.291434e-08	252951.8	-0.0069484455	-153.4375	0.15679173	0.015781874	0.0	1.0	82286.21640348434
132	332.86414	359.80615	515.64374	-672.59265	3.3333333	-99.76214	9.6021315e-05	-99.761734	-99.76219	3990	-6.953875e-08	265989.8	0.0038718462	-1008.25	0.15651517	0.015926603	0.0	3.0	82930.3770365715
133	-35.55555	556.6328	501.4771	-701.55695	4.285714	-98.10615	0.000348984	-98.10457	-98.10629	4020	5.9604645e-08	262965.5	-0.014831324	-85.09375	0.15568013	-0.006409971	0.13333334	79.0	83543.06782341003
134	168.4441	481.28506	506.87112	-672.9461	3.625	-98.50465	3.7942977e-05	-98.50452	-98.5047	4050	-7.450581e-09	265489.38	-0.020580225	-83.78125	0.16049714	0.017018825	0.16666667	11.0	84203.22518062592
135	156.59297	503.9005	529.7037	-661.0831	3.857143	-98.044876	0.0005004925	-98.043465	-98.045135	4080	3.973643e-08	249134.14	-0.032536503	-3794.0938	0.16229586	-0.010612285	0.13333334	79.0	84816.27258634567
136	-170.95198	573.47174	506.7236	-685.96594	4.285714	-95.99679	3.6022	-80.81418	-97.5262	4110	0.0	265456.88	-0.030227613	-2479.3438	0.12358815	-0.025187092	0.1	79.0	85419.68010902405
137	-98.431786	577.1458	514.9814	-688.3109	4.3333335	-91.688126	20.553383	-23.73758	-99.239876	4140	3.1789146e-08	242784.78	-0.0067263646	-1081.2656	0.10946456	-0.013972952	0.033333335	79.0	86028.43294501305
138	-216.15239	547.37103	527.97253	-683.2395	5.0	-90.16424	25.100576	-17.37188	-100.57137	4170	4.7683717e-08	228016.16	-0.017573874	-9572.141	0.11053038	0.015073695	0.1	33.0	86607.95312166214
139	-44.978264	558.61774	510.78085	-689.735	4.285714	-100.95269	4.8720217	-74.71622	-101.862946	4200	-1.5894573e-08	284891.22	-0.015496233	-2619.0938	0.098167896	0.01613368	0.23333333	13.0	87252.05832004547
140	216.88829	461.9693	526.7546	-638.956	3.2222223	-98.53466	17.48137	-8.493987	-102.79703	4230	-3.3775965e-08	258116.5	-0.027480597	-954.6406	0.09503136	0.015001748	0.13333334	27.0	87912.62749505043
141	41.65297	550.23175	511.60913	-686.8036	3.75	-100.04958	11.831549	-36.334797	-102.252785	4260	-5.5631002e-08	258665.08	-0.021030374	-3471.1406	0.09518089	0.015076627	0.13333334	32.0	88540.8761780262
142	184.70554	493.17694	504.89307	-675.3984	3.5	-82.35644	54.34858	90.51759	-102.82001	4290	5.5134297e-08	240319.28	-0.024719777	-2657.3125	0.0815413	0.01765981	0.36666667	8.0	89217.0559720993
143	220.53487	474.3828	502.55676	-709.1368	3.1111112	-80.0952	43.563877	90.142746	-95.60798	4320	-6.7055225e-08	282792.72	0.0007757187	-15249.5625	0.07848024	0.016338302	0.033333335	6.0	89877.17396187782
144	420.8391	62.12539	502.90112	335.9992	3.375	-77.28289	2.1033525	-68.95113	-77.94241	4350	1.748403e-07	205811.44	-0.011161939	-10429.953	0.076379664	0.016152948	0.23333333	39.0	90538.25704717636
145	-122.00736	554.36804	501.02893	-679.1269	4.5	-68.350235	26.2636	53.59322	-75.12528	4380	-5.066395e-08	238082.39	-0.01631443	-3829.25	0.076045275	0.019031705	0.033333335	9.0	91150.62116074562
146	203.44191	470.34097	508.3566	-688.6181	3.3333333	-74.80872	4.199763	-56.78459	-76.27811	4410	5.9604646e-09	271065.16	-0.016884238	-321.625	0.07541788	0.017086687	0.033333335	11.0	91779.05665326118
147	326.15628	361.08868	507.2808	-681.8849	3.0	-74.93769	2.5531158	-66.02572	-75.920296	4440	-5.165736e-08	235340.8	-0.017616862	-1063.2656	0.071741946	0.01805942	0.0	2.0	92455.39587640762
148	-1.3256487	554.55743	534.14105	-656.2356	4.142857	-56.254715	48.687042	88.765945	-74.40083	4470	3.2782555e-08	274016.34	0.0044042966	-8382.594	0.07089054	0.016212927	0.06666667	4.0	93083.4206495285
149	45.41283	556.3766	537.09357	-683.95935	3.625	-52.637703	53.58726	89.07634	-75.06727	4500	6.2584874e-08	259653.84	-0.012701133	-2667.7812	0.06966472	0.02190857	0.0	7.0	93712.46724176407
150	220.49059	460.59143	511.48538	-648.4445	3.3333333	-41.84186	66.066185	90.11186	-76.47806	4530	-5.265077e-08	268266.66	-0.025993755	-754.1875	0.06761718	-0.007889249	0.2	79.0	94374.38279724121
151	149.37999	500.40292	522.76044	-638.9084	3.7142856	-55.333637	52.09685	89.67512	-76.165764	4560	-1.2665987e-08	225834.23	-0.008303768	-372.01562	0.062128782	0.01543917	0.033333335	34.0	95019.5504450798
152	271.27908	445.12463	515.5071	-695.76605	2.6363637	-27.00472	69.80806	89.917656	-76.16809	4590	-3.054738e-08	286631.53	-0.025896085	-14278.906	0.058804274	-0.020597434	0.06666667	79.0	95714.33492541313
153	320.34055	385.56647	564.35876	-689.7255	3.375	-48.641018	58.123528	89.4232	-75.609	4620	-4.172325e-08	219864.77	-0.01757483	-6854.7812	0.029261947	-0.013791692	0.1	79.0	96337.40225958824
154	151.02507	523.79047	512.3862	-666.018	3.0	-45.210743	57.75748	89.355675	-74.92801	4650	-9.934108e-09	288692.84	-0.01741754	-16106.4375	0.02693057	0.016140405	0.13333334	21.0	97030.9271838665
155	359.78177	342.70984	538.9778	-605.83466	3.2222223	7.498735	74.51639	90.64401	-76.5192	4680	-4.967054e-09	220997.6	-0.011359476	-19447.75	0.025986552	0.017421322	0.06666667	12.0	97675.25774168968
156	39.369736	549.1039	508.2399	-700.4191	3.625	15.268054	66.14124	91.566986	-71.15785	4710	3.6756198e-08	284016.1	-0.02290547	-27022.36	0.025449753	0.015625509	0.06666667	7.0	98319.93890571594
157	336.83636	354.38586	503.62924	-652.49835	3.2222223	8.995241	81.02028	92.27556	-77.97896	4740	2.9802322e-08	201257.98	-0.029399518	-11101.234	0.024489164	-0.0040192585	0.23333333	79.0	99013.87414336205
158	-152.54309	569.4032	507.18628	-663.59705	3.857143	7.201165	78.57035	93.11499	-77.684845	4770	1.390775e-07	296788.47	-0.03327864	-38746.797	0.008182168	0.020312428	0.033333335	3.0	99658.61193490028
159	-119.8313	538.6512	511.39767	-694.9394	5.0	-13.430491	75.5182	93.71796	-82.74936	4800	5.9604646e-09	295054.7	-0.021888135	-22395.188	0.0071890354	0.017488413	0.26666668	18.0	100255.41133093834
160	273.62372	386.12244	500.8929	-664.6891	3.857143	-32.050022	75.71919	93.108536	-80.80539	4830	-1.0530154e-07	194993.5	-0.0048606456	-1460.6719	0.00557518	0.015641179	0.0	22.0	100916.46528100967
161	216.22377	478.7239	503.07013	-681.1212	3.3333333	-31.023071	73.28109	92.96991	-79.57581	4860	9.735425e-08	249835.47	-0.041703008	-4025.1562	-0.0006351471	0.02188673	0.16666667	4.0	101561.72770094872
162	-22.63055	555.60333	504.1546	-672.68115	4.0	-20.994293	79.1867	93.46881	-79.97218	4890	-5.4637592e-08	272351.8	-0.021016208	-488.0625	-0.0015292168	0.013488215	0.13333334	79.0	102191.7059006691
163	-128.66812	546.79114	471.17	-696.2505	4.8333335	-48.27091	59.910027	93.62106	-81.88909	4920	-1.8874804e-08	249861.47	-0.02243862	-12619.4375	-0.013458252	0.007403733	0.1	79.0	102804.81284379959
164	-293.6779	527.5828	508.67456	-686.9036	4.8333335	-59.835934	78.76726	94.77778	-105.790115	4950	2.3841858e-08	249979.9	-0.050566517	-5788.3438	-0.030341864	-0.017836172	0.26666668	79.0	103434.41768193245
165	284.20773	426.9861	526.5443	-631.0531	2.7272727	-49.085133	87.613716	96.6863	-108.255135	4980	2.7815501e-08	290336.38	-0.011571812	-11065.344	-0.03341353	0.015655499	0.1	14.0	104143.70492815971
166	262.00903	466.8304	542.5652	-676.18616	2.9	-65.08962	79.01424	97.23083	-108.72229	5010	6.6061816e-08	298144.38	-0.01206205	-1651.1875	-0.034868836	0.016613806	0.0	5.0	104804.0514922142
167	451.67792	58.76887	513.61615	321.14484	3.0	-15.110909	96.54798	96.561005	-107.84279	5040	-2.2252401e-07	205371.73	-0.011120125	-18251.438	-0.035730362	0.015049335	0.13333334	21.0	105446.37566232681
168	-11.053162	564.1627	511.65295	-721.0299	3.857143	-1.747599	81.2919	95.891365	-87.5503	5070	-1.09275184e-08	287826.78	-0.046186566	-20511.906	-0.036376834	-0.055765558	0.3	79.0	106074.97821998596
169	112.074234	483.63153	491.94455	-653.39996	4.285714	-62.49964	54.454025	95.3197	-85.61897	5100	-5.165736e-08	229370.06	-0.022038136	-2119.75	-0.047920346	0.0018172264	0.033333335	79.0	106686.11978912354
170	-36.560932	565.65155	497.824	-714.8058	4.142857	-53.11926	64.82858	94.37766	-87.87465	5130	8.642674e-08	308297.53	-0.03223415	-31601.062	-0.049557924	0.019164223	0.033333335	4.0	107295.52987837791
171	314.90698	384.0673	560.3529	-685.4191	3.25	-44.576942	64.00545	95.49601	-83.9838	5160	1.0530154e-07	197783.08	-0.029198725	-10030.094	-0.049827218	0.01513492	0.3	66.0	107930.51350879669
172	208.83183	497.92404	573.25464	-660.9417	3.25	-47.146812	69.194084	95.57084	-82.76287	5190	-1.1424223e-08	226484.8	-0.029795786	-918.5469	-0.04842317	-0.016929409	0.1	79.0	108563.77868485451
173	214.18321	477.273	540.4709	-680.0728	3.3333333	-26.107311	80.370804	96.29642	-83.7863	5220	7.7486035e-08	257624.72	-0.023293633	-687.71875	-0.036073446	0.017177735	0.0	7.0	109224.62926054001
174	262.18204	450.97168	519.5714	-639.27295	3.0	-15.609766	83.0213	96.35859	-83.48304	5250	4.7683717e-08	206660.0	-0.019077696	-8002.9375	-0.03600979	0.01506449	0.3	18.0	109902.37914347649
175	365.21124	354.04785	560.96466	-689.19275	3.0	-31.79945	80.23682	98.21424	-86.561226	5280	7.5499216e-08	243545.47	-0.0055687972	-676.9375	-0.03857231	-0.015023138	0.0	79.0	110564.72084593773
176	301.97705	379.48206	511.6252	-685.2117	3.75	-37.108875	76.449554	98.36549	-84.42809	5310	1.39077505e-08	216308.95	-0.032565206	-4457.5312	-0.039075017	0.016986327	0.26666668	7.0	111225.98771810532
177	-23.343327	546.5298	512.58435	-687.07104	4.285714	-30.793861	68.20594	97.69733	-82.7856	5340	3.973643e-09	293430.84	-0.043220263	-26646.531	-0.04176426	0.01838822	0.46666667	14.0	111822.62306904793
178	270.11017	461.34158	549.0171	-663.9341	2.7	-52.03817	66.962036	97.77738	-83.17937	5370	-1.291434e-08	234277.67	-0.015435423	-403.90625	-0.041383743	0.0010706544	0.13333334	79.0	112501.05194067955
179	-226.821	524.6227	503.36545	-671.2856	5.2	-30.50317	77.535995	98.62335	-83.92233	5400	-1.39077505e-08	220748.44	-0.011228714	-9447.078	-0.044555187	0.01640598	0.033333335	10.0	113097.71181869507
180	271.53287	438.5517	516.0177	-673.21014	2.7272727	-55.373997	65.23768	100.102684	-86.2096	5430	9.934108e-09	261649.95	-0.006330649	-3754.5312	-0.04775119	0.016098294	0.0	5.0	113774.28288459778
181	-277.06808	547.9823	515.6898	-675.9488	4.6666665	-59.93931	55.656044	100.02675	-86.12732	5460	-1.0331472e-07	280835.5	-0.0333769	-10232.656	-0.050137043	0.022532241	0.033333335	6.0	114371.04329919815
182	79.99175	532.2881	501.73434	-693.3791	4.1666665	-86.12805	19.50138	18.287739	-92.66787	5490	7.947286e-09	232980.97	0.004637854	-2829.6719	-0.052339792	0.01668837	0.1	6.0	114982.31211018562
183	382.30945	332.0367	529.143	-664.0596	2.5454545	-79.76577	44.33935	99.179405	-96.8893	5520	-3.973643e-09	279631.66	-0.017869866	-11245.9375	-0.053987622	0.0036122063	0.23333333	79.0	115690.10284233093
184	9.558777	568.69366	511.33093	-669.26013	3.5714285	-66.27439	55.624554	99.99339	-86.1311	5550	-1.0629495e-07	216442.72	-0.011966698	-2767.0156	-0.04396999	0.024177505	0.0	4.0	116300.71076536179
185	313.08163	440.90634	562.27435	-699.58264	2.25	-49.00002	73.97104	101.41969	-90.88736	5580	-1.4901161e-08	287904.16	-0.044069648	-13422.125	-0.0444144	0.015293123	0.06666667	5.0	117040.17499017715
186	320.38135	376.10162	506.38464	-669.79047	3.375	-87.87993	1.1704237	-83.27065	-90.274376	5610	1.7881394e-08	246360.27	-0.027850011	-1069.3281	-0.046342492	-0.009355768	0.16666667	79.0	117681.23023843765
187	-4.105935	552.29486	511.67752	-664.45776	3.857143	-59.29948	52.910263	78.569305	-85.86537	5640	-5.761782e-08	250455.98	-0.021530725	-5841.75	-0.044270873	0.018244745	0.0	5.0	118294.61527276039
188	203.06734	481.70502	535.4865	-631.67786	3.5	-83.381935	18.68109	17.190954	-87.97228	5670	-2.0861625e-08	269542.28	-0.024773553	-3705.5938	-0.043403625	-0.0072897375	0.13333334	79.0	118972.81893634796
189	282.39218	460.51373	523.84344	-712.5434	2.5454545	-85.87385	0.3919583	-84.56928	-86.42418	5700	-3.973643e-08	290013.53	-0.023592079	-142.40625	-0.03370738	0.011920824	0.2	79.0	119642.20927095413
190	-102.84257	551.2786	502.3579	-681.47394	4.5	-85.08773	0.96627986	-79.994865	-85.612144	5730	4.967054e-09	239245.98	-0.027113475	-644.125	-0.015250087	0.015721314	0.06666667	5.0	120231.71373558044
191	209.64476	468.46222	529.6501	-664.65	3.3333333	-86.68263	0.69497275	-85.14883	-88.289955	5760	1.1920929e-08	288393.06	-0.022889296	-150.09375	-0.014582396	0.015360751	0.26666668	28.0	120859.88776516914
192	160.33163	482.29575	504.4809	-680.50226	3.75	-85.94286	0.91301197	-81.43129	-86.90056	5790	1.7881394e-08	253816.25	-0.049156368	-247.07812	-0.015693665	-0.03331245	0.26666668	79.0	121472.4825694561
193	-0.37691388	560.31305	553.01776	-655.00104	4.0	-85.25472	0.3365415	-84.80174	-85.87334	5820	2.7815501e-08	245027.22	-0.017448772	-1255.1094	-0.018878698	-0.009517735	0.13333334	79.0	122085.11167120934
194	6.348214	559.5789	506.49344	-659.5372	3.5714285	-88.71574	4.023862	-70.492256	-93.15183	5850	2.4835268e-08	238839.53	-0.032380443	-8521.359	-0.035647273	0.015467409	0.16666667	50.0	122713.18122959137
195	317.74377	347.43274	508.12878	-644.20715	3.2222223	-105.9805	9.767308	-86.19003	-112.65489	5880	-6.755193e-08	261496.42	-0.019425182	-7284.9844	-0.060837388	0.02176098	0.0	3.0	123357.58661937714
196	262.30533	463.85226	516.086	-681.82965	2.7	-97.36207	5.3783937	-85.01331	-104.45272	5910	-1.4404455e-08	265018.56	-0.016105331	-2993.2188	-0.06257045	-0.01620937	0.06666667	79.0	124051.1266169548
197	221.18428	471.98895	511.6449	-672.91943	3.2222223	-84.92677	1.9094658	-78.474075	-86.54979	5940	-9.254242e-08	263197.72	-0.011639777	-14737.922	-0.074405305	0.015388371	0.2	13.0	124711.53431248665
198	49.14838	563.5342	512.9395	-695.31714	3.625	-68.35158	45.899555	84.81268	-86.09709	5970	5.5631002e-08	255989.31	-0.013507956	-10266.266	-0.073633194	-0.01145497	0.0	79.0	125372.11080002785
199	-144.11235	539.3376	466.12088	-701.6978	5.0	-92.332794	5.191791	-82.31384	-101.316025	6000	3.973643e-09	248371.9	-0.019061314	-2893.3281	-0.09795483	0.01517508	0.06666667	23.0	125949.74184322357
