Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
27	321.466	369.7076	513.7227	-644.25995	3.25	-37.065804	0.0024893736	-37.060818	-37.06926	840	0.0	208328.36	-0.015101778	-286.90625	0.8303656	0.015971715	0.06666667	11.0	15480.625010251999
28	118.21803	531.7437	512.0603	-652.01953	3.0	-36.28671	0.0027650765	-36.275955	-36.289936	870	-1.09275184e-08	261858.75	-0.033266034	-232.60938	0.82570136	0.01589437	0.06666667	5.0	16091.336391925812
29	-106.04305	547.5341	505.35574	-678.0285	4.5	-36.95424	0.0012434397	-36.95192	-36.956882	900	4.172325e-08	253979.5	0.0025410135	-383.46875	0.82290465	0.015121192	0.0	5.0	16653.340163469315
30	-24.793823	547.43677	506.38763	-665.7048	4.285714	-37.934498	0.002167142	-37.9276	-37.937088	930	3.1789146e-08	270217.72	-0.010668941	-257.15625	0.82132727	0.015913142	0.06666667	9.0	17218.129104852676
31	-431.7071	438.8834	445.50613	-674.1658	5.4	-38.76286	0.0021221822	-38.75624	-38.76538	960	7.947286e-09	271961.97	-0.014386255	-1471.7812	0.8187261	0.016295316	0.033333335	12.0	17739.22402381897
32	-140.74821	546.1407	502.10822	-679.527	4.285714	-40.636204	0.0023247346	-40.628014	-40.63928	990	3.1789146e-08	294565.72	-0.027214864	-1097.0312	0.8134633	0.015119107	0.1	27.0	18283.932740211487
33	-9.97573	559.04553	533.72144	-667.87134	4.0	-42.302074	0.0011511266	-42.300095	-42.30414	1020	-3.7749608e-08	259959.48	-0.017290926	-319.82812	0.8073997	0.01516062	0.033333335	74.0	18844.05313849449
34	179.43512	480.57718	512.2016	-658.01776	3.625	-43.237057	0.002639748	-43.23119	-43.239872	1050	-3.2037498e-08	248606.39	-0.04379118	-10.71875	0.8019079	-0.0415057	0.16666667	79.0	19441.200771331787
35	-159.33287	566.34564	509.0382	-663.2145	4.142857	-43.123093	0.0015576225	-43.11841	-43.124874	1080	-3.973643e-09	290857.16	-0.0067567425	-1098.125	0.82460034	0.015250758	0.06666667	41.0	20017.30791258812
36	-81.94131	562.1959	495.7614	-666.59326	4.1666665	-44.695534	0.0017492452	-44.691113	-44.697186	1110	-1.09275184e-08	245075.2	-0.049664136	-551.6875	0.81590074	-0.014621267	0.2	79.0	20578.388822078705
37	-264.25598	541.027	510.65115	-662.5491	4.5	-45.918327	0.001613735	-45.91468	-45.920048	1140	2.5629998e-07	271953.62	-0.016099762	-1408.8125	0.7995797	-0.019376267	0.13333334	79.0	21138.318253993988
38	-24.850943	532.5551	506.98175	-638.9451	4.285714	-47.756245	0.0015643388	-47.751198	-47.757683	1170	3.1789146e-08	259854.9	-0.039987773	-238.34375	0.79958165	0.016260285	0.23333333	10.0	21699.741638183594
39	-399.70523	453.021	505.6678	-643.2005	5.0	-48.597355	0.0016377959	-48.59282	-48.599052	1200	-4.3710074e-08	243030.94	-0.0058866856	-1637.3281	0.79718393	0.020283941	0.033333335	4.0	22272.730925798416
40	-93.57462	526.87787	471.37378	-660.81494	4.8333335	-50.528805	0.0012307079	-50.52664	-50.530388	1230	1.2318293e-07	253973.42	-0.024936995	-247.5	0.7953909	0.016266318	0.1	7.0	22834.906648159027
41	-7.180516	525.8799	502.97986	-633.9626	4.285714	-51.38393	0.0012005328	-51.381477	-51.385223	1260	-4.172325e-08	266362.22	-0.0021635452	-181.53125	0.79176897	0.015249493	0.033333335	8.0	23400.143320798874
42	-13.54541	558.3263	496.88147	-671.2932	4.142857	-52.06216	0.0012896406	-52.058216	-52.063515	1290	1.9868216e-09	277025.56	-0.007399247	-194.15625	0.7883193	0.016976079	0.0	7.0	23962.98003387451
43	45.28718	552.25275	514.22534	-674.7507	3.375	-52.770683	0.0012509133	-52.76637	-52.771793	1320	-5.9604646e-09	251815.5	-0.028779544	-367.40625	0.7867376	0.009381482	0.2	79.0	24592.884469509125
44	357.3303	350.89526	511.09872	-682.5081	2.6	-53.74343	0.0007911643	-53.74091	-53.744423	1350	-3.973643e-09	232064.52	-0.036129486	-367.01562	0.7770533	0.016663572	0.2	20.0	25210.048785448074
45	-68.390076	569.73926	509.5578	-660.8188	3.75	-52.85865	0.00092341367	-52.856922	-52.85984	1380	2.2848447e-08	303302.2	-0.03196107	-919.5	0.7743723	0.015451942	0.13333334	43.0	25839.44348049164
46	0.35634503	553.6235	487.76083	-653.0118	4.0	-54.27696	0.0009114947	-54.273727	-54.27792	1410	2.9305617e-08	261248.16	-0.036232617	-250.96875	0.75561196	0.018979343	0.033333335	8.0	26399.210002422333
47	-277.72498	543.7885	498.6871	-668.5758	4.6666665	-55.152992	0.0006573651	-55.1509	-55.1537	1440	-8.34465e-08	280147.8	-0.0021477065	-1286.5938	0.750997	0.018029617	0.033333335	6.0	26941.811348199844
48	-14.033517	545.452	506.505	-657.16656	4.0	-56.939823	0.0008662936	-56.937477	-56.940605	1470	2.682209e-08	254540.8	-0.030116806	-302.23438	0.7473329	0.015304502	0.1	43.0	27536.5269882679
49	-96.24624	561.4894	515.4488	-671.72614	4.3333335	-57.89458	0.0007372821	-57.89284	-57.895435	1500	-2.2848447e-08	239553.42	-0.020792944	-457.17188	0.74140996	-0.003750944	0.06666667	79.0	28083.825933933258
50	-163.58218	578.95056	510.9121	-676.5205	4.0	-58.990032	0.0005514228	-58.988365	-58.990604	1530	-5.165736e-08	280074.22	-0.03757828	-1281.125	0.7390119	0.015551197	0.33333334	24.0	28644.112221717834
51	-289.08737	517.1404	504.40857	-668.37744	5.0	-60.792484	0.0005827658	-60.790676	-60.793198	1560	-9.536743e-08	263432.72	-0.025079649	-1213.625	0.7380868	0.015121132	0.16666667	22.0	29204.484032154083
52	-79.49505	562.5885	491.85132	-655.79364	4.1666665	-62.563515	0.0009703521	-62.55969	-62.56435	1590	4.172325e-08	240439.27	-0.06014437	-492.4375	0.7355043	-0.009609426	0.43333334	79.0	29782.64287018776
53	-166.69312	576.2365	513.52356	-674.13837	4.0	-63.723392	0.0009863392	-63.72067	-63.724354	1620	2.3841858e-08	274763.16	-0.013941281	-1190.3438	0.72139543	-0.013709814	0.033333335	79.0	30339.9287276268
54	-161.87657	569.28644	505.32227	-670.0644	4.142857	-65.42342	0.001139194	-65.41766	-65.424065	1650	5.9604645e-08	280751.8	-0.026128028	-1085.2812	0.70966524	0.016414506	0.1	22.0	30916.56785583496
55	-165.30746	556.5802	505.89355	-664.43945	4.285714	-67.06998	0.0010479864	-67.06629	-67.07069	1680	1.5894573e-08	275165.78	-0.029293673	-986.90625	0.70652765	-0.027912565	0.06666667	79.0	31512.18606877327
56	86.7724	546.52936	524.5783	-652.1446	3.125	-68.62667	0.0006373871	-68.6252	-68.627205	1710	3.4769376e-09	233719.78	-0.043459646	-378.42188	0.6802005	0.0032257538	0.2	79.0	32106.834862470627
57	8.779689	563.899	512.2663	-653.24963	3.857143	-69.62618	0.00045456723	-69.624725	-69.6266	1740	8.443991e-09	259574.7	-0.009180874	-234.1875	0.6310914	0.016318444	0.0	7.0	32666.67643404007
58	-442.24835	450.81308	458.11325	-692.0373	5.4	-70.4047	0.0007871647	-70.40186	-70.40538	1770	-7.152558e-08	258536.16	-0.031141123	-1278.8281	0.62734014	0.015236765	0.033333335	13.0	33191.224596977234
59	156.01993	500.53543	513.15906	-619.7174	2.9	-72.13488	0.00044243035	-72.1331	-72.135315	1800	1.9868216e-09	249508.81	-0.021094626	-159.84375	0.6220067	0.015231597	0.033333335	27.0	33803.0218975544
60	-8.122999	556.4954	509.05984	-665.5599	3.7142856	-72.84274	0.00048006416	-72.841255	-72.84316	1830	2.682209e-08	232765.08	-0.016268363	-351.64062	0.60967165	0.011518706	0.1	79.0	34398.277030944824
61	-247.03528	523.03534	509.8288	-645.8585	4.6666665	-73.77293	0.00072938635	-73.77064	-73.773506	1860	-5.165736e-08	248244.47	-0.03616895	-1054.0781	0.5891132	-0.020835038	0.33333334	79.0	34955.50081992149
62	125.23029	544.6299	529.6864	-669.17914	2.8888888	-75.37995	0.00031986792	-75.378975	-75.38023	1890	-8.443991e-09	253010.48	-0.040194567	-310.73438	0.5624762	0.017796127	0.16666667	12.0	35618.410418748856
63	-444.232	391.10855	336.496	-684.1924	5.8	-76.322075	0.00045151365	-76.32074	-76.32251	1920	3.7749608e-08	245191.39	-0.00039475958	-1085.8281	0.56040376	0.01507515	0.0	4.0	36144.55285048485
64	-17.973562	547.85065	507.49283	-658.29175	4.0	-77.9461	0.0002503364	-77.945244	-77.946396	1950	2.0861625e-08	245069.44	-0.014082058	-235.59375	0.55970216	0.018816885	0.033333335	5.0	36704.81680607796
65	55.893192	539.6819	502.62396	-650.4317	3.75	-78.78288	0.00035710944	-78.78193	-78.78324	1980	-7.947286e-09	263287.53	-0.012306217	-110.6875	0.5584431	0.02044321	0.0	4.0	37288.25334978104
66	-281.99103	530.7254	469.73907	-671.3265	5.0	-79.33821	0.00030447243	-79.33732	-79.33849	2010	1.6788641e-07	291931.2	-0.016395837	-1001.84375	0.5572091	-0.013634356	0.1	79.0	37834.83091187477
67	-436.2915	429.45975	420.387	-679.0829	5.6	-80.9119	0.0003088099	-80.91113	-80.9122	2040	1.9868216e-09	245368.11	-0.036519405	-1179.75	0.5509234	-0.014150095	0.26666668	79.0	38393.2324962616
68	0.9067296	532.0526	506.80292	-644.35376	4.142857	-82.661606	0.00028343312	-82.660416	-82.661804	2070	-2.036492e-08	244659.44	-0.045993082	-150.09375	0.5475026	-0.005375583	0.3	79.0	38992.05410027504
69	-75.55795	572.9142	511.48175	-671.2198	3.75	-83.35817	0.00023450927	-83.35759	-83.35844	2100	5.9604645e-08	292777.0	-0.022232061	-923.125	0.52811736	0.015108301	0.2	24.0	39552.53786110878
70	-276.52438	538.24207	496.91647	-675.6398	5.0	-84.86196	0.00022592972	-84.86122	-84.86219	2130	-5.5631002e-08	288088.72	-0.06099055	-1021.875	0.5237894	0.018424353	0.3	9.0	40080.092512607574
71	-14.4486	547.4884	516.7878	-675.59906	4.285714	-86.488556	0.00019884296	-86.48805	-86.48878	2160	7.947286e-09	257972.14	-0.0157388	-143.46875	0.5233287	0.0041831853	0.13333334	79.0	40667.59095788002
72	-143.0738	551.3194	507.8703	-678.4746	4.285714	-87.16411	0.00014494511	-87.163734	-87.16428	2190	-1.1920929e-08	276860.56	-0.060751047	-837.03125	0.5093019	0.009965181	0.26666668	79.0	41229.584992170334
73	147.17819	527.697	511.4264	-683.1283	3.0	-88.59832	0.00022873767	-88.597725	-88.598564	2220	-1.1920929e-08	281603.0	-0.021875728	-102.15625	0.4647157	0.015634567	0.06666667	11.0	41864.48122429848
74	-250.89607	531.3476	501.48303	-664.2056	4.6666665	-89.18508	0.00021206423	-89.18464	-89.18534	2250	5.5631002e-08	244673.55	-0.014947027	-990.1875	0.46103576	0.016626377	0.16666667	21.0	42438.680730342865
75	195.24194	471.14847	535.5756	-618.26697	3.375	-90.75035	0.00020919478	-90.74996	-90.75062	2280	4.072984e-08	234077.42	-0.0027880683	-15.15625	0.45407698	0.017248284	0.0	11.0	43069.7835316658
76	-254.96077	523.9362	503.4971	-664.6578	4.6666665	-90.63003	0.00015755516	-90.629524	-90.630196	2310	-9.536743e-08	240478.83	-0.023442805	-948.15625	0.45113945	0.017236732	0.13333334	12.0	43629.153019189835
77	159.10751	526.2391	514.57043	-657.9087	2.9	-92.12666	0.00011523501	-92.12636	-92.1268	2340	4.271666e-08	279673.2	-0.030627452	-103.0625	0.4501372	0.017850317	0.0	4.0	44242.33924627304
78	-151.67567	561.79956	507.23676	-669.4386	4.142857	-92.73308	0.00015715441	-92.73259	-92.733246	2370	7.947286e-08	255437.03	-0.004127411	-883.5	0.44989464	0.015005183	0.0	28.0	44834.18525862694
79	-260.06598	508.71497	498.3272	-655.57684	5.0	-94.23356	0.00017790837	-94.233154	-94.23374	2400	-2.3841858e-08	266421.16	-0.011509939	-958.21875	0.4471366	0.019968243	0.0	7.0	45395.30996155739
80	-17.67075	546.9757	509.67978	-673.4111	4.142857	-95.84779	0.00014133955	-95.84744	-95.84793	2430	5.165736e-08	254618.69	-0.018564194	-137.96875	0.44525787	0.01639304	0.23333333	7.0	45989.36690235138
81	-86.97756	519.11633	443.0691	-634.1488	5.0	-96.52468	0.00022478463	-96.52406	-96.52492	2460	-4.3710074e-08	263133.62	-0.009156233	-105.625	0.44364837	0.023129156	0.0	3.0	46551.70800566673
82	-163.57478	578.4202	516.22015	-695.9647	4.142857	-97.074066	0.0001657002	-97.07373	-97.07427	2490	-1.5894573e-08	265100.6	-0.0040289126	-956.09375	0.44330245	0.016964704	0.0	6.0	47125.68471336365
83	-269.76083	528.5684	507.85138	-666.11255	4.6666665	-98.661064	0.00014231088	-98.66066	-98.66121	2520	-8.940697e-08	238913.03	-0.022833312	-1095.9688	0.44238278	0.018401021	0.0	4.0	47682.420109272
84	117.48497	542.0045	510.7073	-671.39795	3.1111112	-100.40248	0.00012628896	-100.4021	-100.402596	2550	-5.364418e-08	267948.1	-0.038638286	-138.46875	0.44143137	0.016371125	0.23333333	12.0	48294.73519873619
85	174.54721	507.1783	514.2351	-648.46185	2.8	-101.093376	0.0001106043	-101.09309	-101.09348	2580	-3.576279e-08	252619.42	-0.0034049805	-76.359375	0.43739405	0.016031772	0.0	18.0	48941.119283914566
86	60.489666	482.13562	505.58685	-626.38495	4.5	-101.56947	0.00013242367	-101.56915	-101.569626	2610	-2.1855037e-08	209131.83	-0.017837906	-18.140625	0.4305602	0.015493305	0.033333335	7.0	49486.72411465645
87	126.58702	518.71875	505.33273	-628.4489	3.1111112	-101.37334	0.00012380637	-101.37309	-101.37352	2640	-3.054738e-08	246490.03	0.004457563	-76.890625	0.42764762	0.015032556	0.0	7.0	50153.104038238525
88	-130.41217	524.3534	492.61783	-666.74493	5.0	-101.81934	7.4074575e-05	-101.819115	-101.81944	2670	-3.1789146e-08	228957.19	-0.00713861	-178.17188	0.4260165	0.015395417	0.033333335	16.0	50703.21164703369
89	-120.678955	539.14954	463.6629	-669.19476	5.0	-102.56344	0.00013149736	-102.56313	-102.56356	2700	1.9868216e-09	275499.28	-0.016309371	-165.9375	0.4255848	0.015592505	0.06666667	12.0	51230.93708729744
90	7.809797	529.8175	511.3853	-615.4805	4.0	-103.30593	0.00013257742	-103.305534	-103.30606	2730	-2.7318796e-08	229882.27	-0.012322784	-139.53125	0.42742315	0.01578787	0.0	8.0	51792.101692676544
91	-117.31179	559.4101	494.57004	-684.9542	4.6666665	-103.99822	0.00011144314	-103.99796	-103.99836	2760	1.0430813e-08	247653.31	-0.025851391	-203.70312	0.42824835	-0.02136203	0.16666667	79.0	52337.160729408264
92	169.42583	486.53586	508.93784	-667.249	3.625	-104.832756	0.00010874675	-104.83249	-104.832886	2790	1.4404455e-08	261373.45	-0.015514106	-99.671875	0.43008894	0.015257749	0.1	21.0	52970.04454541206
93	230.11028	480.70297	510.0018	-692.112	3.0	-104.31437	0.00011106819	-104.31406	-104.31448	2820	-9.934108e-09	267339.16	-0.038436715	-111.84375	0.42799217	-0.012507367	0.23333333	79.0	53586.567878723145
94	56.700607	529.3975	511.31268	-647.24854	3.75	-103.66762	0.000120058976	-103.66733	-103.66774	2850	7.7486035e-08	273252.62	-0.014691581	-109.75	0.43706387	0.016791772	0.033333335	6.0	54167.080179452896
95	272.4464	436.72726	512.5432	-667.0436	2.7272727	-104.24269	0.00012580406	-104.24243	-104.242874	2880	-3.1789146e-08	284570.4	-0.035905097	-213.625	0.43721774	-0.04076685	0.23333333	79.0	54804.150182724
96	-77.89463	582.1334	510.9577	-670.28296	3.625	-103.422104	9.394797e-05	-103.42183	-103.42224	2910	6.556511e-08	257335.4	-0.012931165	-1057.0469	0.4384146	0.019639494	0.0	5.0	55412.84200334549
97	343.9451	346.80585	511.64523	-677.6317	2.9	-105.252815	9.49239e-05	-105.25253	-105.25291	2940	-1.9868216e-09	264879.06	-0.005956336	-962.625	0.4372975	0.016166497	0.0	7.0	56064.65479183197
98	-13.682015	555.56903	501.9758	-674.80426	3.857143	-103.61881	0.00013444485	-103.6183	-103.61897	2970	-3.4769375e-08	229393.84	-0.035410985	-171.76562	0.43592295	0.01787005	0.2	14.0	56627.62538218498
99	-6.7551312	560.19415	503.7941	-665.72186	4.0	-104.24745	0.00010555068	-104.247185	-104.247574	3000	3.9239726e-08	251584.45	-0.0014001637	-168.53125	0.432187	0.015752425	0.033333335	7.0	57228.560145139694
100	-22.465118	548.3947	514.16437	-670.3688	4.285714	-105.038414	0.00012811174	-105.03795	-105.03851	3030	-1.5894573e-08	242265.67	-0.030002892	-157.51562	0.43086806	0.01555954	0.13333334	13.0	57827.564625263214
101	235.20876	400.74362	498.262	-654.74567	4.1666665	-105.80284	0.00013343082	-105.80244	-105.803	3060	3.3775965e-08	217177.22	-0.042882085	-472.79688	0.42739454	-0.005475883	0.23333333	79.0	58412.480887413025
102	-265.39856	538.9322	507.33768	-655.22925	4.5	-104.59158	0.0001263811	-104.591156	-104.59171	3090	-6.953875e-08	227377.3	-0.024255544	-1215.5781	0.42350104	0.017248064	0.0	9.0	58986.59280514717
103	174.66483	480.9073	497.97083	-679.5172	3.75	-106.47652	0.00014519923	-106.47619	-106.47666	3120	3.1789146e-08	297905.84	-0.034554377	-82.4375	0.42300603	0.017251063	0.13333334	12.0	59572.93519473076
104	132.93936	526.94916	520.26825	-648.21387	3.0	-106.07727	9.422637e-05	-106.076996	-106.07738	3150	4.2219956e-08	244223.11	-0.031210307	-114.0625	0.4239482	-0.02006116	0.13333334	79.0	60205.78289890289
105	-267.8492	531.6132	504.61014	-659.6018	4.8333335	-106.6428	0.00011070074	-106.64251	-106.64292	3180	3.973643e-08	244043.11	-0.0125809	-1080.8906	0.42750773	0.0153402565	0.0	9.0	60749.0752594471
106	113.03464	531.1038	508.64465	-686.2021	3.3333333	-108.53118	9.983533e-05	-108.53089	-108.53127	3210	5.165736e-08	264194.12	-0.025533764	-84.15625	0.42576018	0.01543389	0.06666667	11.0	61329.40925550461
107	-128.95009	528.3851	489.15036	-662.1532	5.0	-109.16891	7.515373e-05	-109.168655	-109.16899	3240	-1.9868216e-08	228447.42	-0.012719906	-176.23438	0.42415076	0.015135667	0.06666667	78.0	61894.446061849594
108	217.83572	458.2143	502.86923	-661.4017	3.3333333	-109.95206	0.00014222905	-109.95166	-109.95218	3270	-1.1920929e-08	297529.66	-0.02018029	-164.875	0.4336745	0.016729902	0.033333335	9.0	62477.51088500023
109	132.94682	499.8975	512.4148	-654.34033	3.857143	-109.25588	0.00012500727	-109.25554	-109.256004	3300	-6.4074996e-08	236862.61	-0.032287613	-72.515625	0.4344028	0.015102806	0.16666667	68.0	63040.982378959656
110	66.340805	543.4996	504.19403	-674.44745	3.75	-108.705	0.00014362727	-108.7047	-108.705124	3330	9.934108e-09	297037.2	-0.03588514	-75.375	0.4283084	-0.021822589	0.06666667	79.0	63605.39795398712
111	-91.91523	548.1107	504.04416	-640.17096	4.3333335	-109.194305	0.00013187308	-109.19377	-109.19438	3360	4.4703485e-09	211460.95	-0.0060355114	-371.51562	0.4661735	0.015574493	0.0	9.0	64148.64400482178
112	183.27625	474.8089	508.69626	-634.3948	3.5	-110.38616	0.00014415989	-110.385796	-110.386284	3390	-5.9604646e-09	248441.75	-0.026154343	-94.5	0.46691796	0.015443565	0.033333335	5.0	64731.63516783714
113	1.9495937	551.42615	506.0674	-675.43036	3.857143	-109.86306	0.00012417411	-109.86278	-109.863174	3420	-9.934108e-10	233706.83	-0.0020001566	-170.54688	0.46643522	0.015297973	0.0	10.0	65309.26979327202
114	-98.06561	552.9023	503.0915	-677.39136	4.1666665	-110.622574	0.00014251523	-110.62215	-110.62273	3450	4.3710074e-08	206476.0	-0.0049029193	-586.7969	0.4655065	0.016323235	0.0	7.0	65854.00188732147
115	-74.19681	535.5883	482.1395	-624.6008	4.5	-112.16085	9.7385666e-05	-112.16062	-112.16094	3480	2.880891e-08	223656.94	-0.02757478	-221.64062	0.46427277	0.0155315185	0.13333334	64.0	66398.13672661781
116	64.45535	547.7076	527.1287	-659.1454	3.625	-113.16826	0.0002169397	-113.16725	-113.16838	3510	1.1424223e-08	266178.34	-0.009094325	-94.625	0.46451983	0.015564513	0.0	19.0	67009.50934505463
117	11.900121	544.11414	502.5669	-642.43964	3.857143	-113.82803	0.00037050643	-113.8263	-113.82824	3540	1.8874804e-08	234020.69	-0.03588937	-200.01562	0.46266276	0.016982304	0.2	14.0	67569.501101017
118	-167.81902	572.63104	507.4978	-670.2924	4.142857	-114.75555	7.512791e-05	-114.755295	-114.75563	3570	-5.9604645e-08	250923.36	-0.032629248	-1304.3594	0.45492145	-0.01926292	0.1	79.0	68163.47460222244
119	308.8091	368.39053	516.0551	-654.3557	3.5	-117.03676	8.322687e-05	-117.0365	-117.03682	3600	-1.9868216e-08	256817.27	-0.035819426	-1011.84375	0.43149823	-0.022269107	0.26666668	79.0	68747.91064882278
120	116.39676	545.6939	536.311	-684.962	3.2222223	-115.2762	5.329666e-05	-115.27608	-115.27626	3630	-3.154079e-08	276032.03	-0.013988896	-25.96875	0.42213336	0.016472468	0.0	5.0	69378.18161773682
